Name,Average Rating,Users
frontend developer (wfh),5,26473
network engineer (welcome new graduates),6,26474
autocad drafting staff (draftman),7,26475
electronic technician (robot serving food),4,26476
urgently recruiting admins to sell online courses & public relations counters.,5,26477
pc prachinburi,4,26478
pc ratchaburi,5,26479
pc bangkokperimeter,8,26480
"technician, electrical system, air conditioner (car body), rayong branch",6,26481
merchandise sorting clerk,5,26482
administrative officer promotion department,5,26483
office seamstress interested in line id:mongkol111 or call 022607121,7,26484
"pc staff selling clothes, paragon branch, department store counter line:mongkol111",7,26485
electricity,4,26486
civil,5,26487
software developer (c# .net),6,26488
"shift manager at bonchon shop, rama 9, ratchada, gateway branch bang sue, sukhapiban 3",7,26489
software developer (welcome new graduates),8,26490
"accounting officer, office at chaloem phrakiat ror 9 road, soi 62 intersection 2",5,26491
m&e inspector,5,26492
the mall bangkapi is open for electrical system officials,6,26493
"the mall bangkapi is looking for a cashier, earning 13,500, call 021731243.",7,26494
"the mall bangkapi open for food service staff income 12,000++ call 021731243",7,26495
"senior system engineer (working at thai wah building, sathorn area)",3,26496
senior system engineer (working around yannawa),2,26497
service desk it (working at q house sathorn building),3,26498
training officer (senior),2,26499
qa  quality control officer,7,26500
recruitment officer (rama 3),6,26501
admin (rama 3),5,26502
cost and property accountant,6,26503
buyer (contract),4,26504
"mobile phone salesperson at jaymart shop, lotus srinakarin branch",5,26505
content creator (home and condo living),6,26506
secretary to md (khun way),6,26507
mechanical,4,26508
senior thrd (training human resource development),7,26509
herder,9,26510
administrative coordinator sales and marketing,8,26511
transport operations officer (chiang mai),6,26512
sales officer (telesale),5,26513
call center (inboundanswer call) shopping online,8,26514
manager of siam branch,4,26515
"urgent pick up, new car care staff, pdi, peugeot center, sukhumvit branch.",6,26516
test (test),4,26517
commis i (chinese kitchen) (kin lom chom saphan restaurant),9,26518
camera man  graphic design,6,26519
project manager (interior design),5,26520
personnel officer very urgent,8,26521
imr assistant (integrated agent management system assistant),7,26522
"mobile phone salesperson at jaymart, ais shop branch, terminal 21, nakhon ratchasima",2,26523
erp system administrator,3,26524
"waiter and service at thongsmith shop, eight thonglor branch (thonglor soi 8)",6,26525
"waiter and service at the gold smith shop, the circle ratchaphruek branch",4,26526
deputy chef regular at all goldsmith shops,4,26527
training officer  training officer,5,26528
assistant manager (assistant store manager) branch ari soi 4,4,26529
waitress and service at ari soi 4 branch (north side),4,26530
"waiter and service at the goldsmith shop, embassy branch",6,26531
"receptionist at the gold smith shop, central world branch",6,26532
"receptionist at goldsmith shop, emquartier branch",6,26533
"receptionist at the goldsmith shop, siam paragon branch",5,26534
assistant manager (assistant store manager) at central world branch,6,26535
merchandising and assembling workers,4,26536
waitress and service at emquartier branch,6,26537
"receptionist at the gold smith shop, the circle ratchaphruek branch",5,26538
"receptionist at the goldsmith shop, embassy branch",4,26539
"receptionist at the goldsmith shop, central ladprao branch",4,26540
online admin marketing,7,26541
showroom sales representative (sb the mall bang khae branch),4,26542
"car tinting technician (bravoauto, new petchburi road branch)",6,26543
assistant mechanic (junior technician at rama 4 branch),8,26544
"sales executive  bravoauto, new phetchaburi branch (car sales representative)",5,26545
senior customer support,7,26546
sales executive  jaguar land rover (car dealership),7,26547
parking ticket exchanger and collect parking fees,6,26548
"sales coordinator, very urgent",7,26549
condominium juristic officer,6,26550
bim operator (precast drawing),6,26551
"clinical nurse in ladprao zone, rama 9",5,26552
collection supervisor at jas urban srinakarin branch,4,26553
sales online supervisor at asoke head office,3,26554
"programmer erp, programmer web app& moblile app",4,26555
"it support (prachinburi, sathorn)",7,26556
project manager (large building project) project manager,4,26557
digital marketing (ngamwongwan),5,26558
admin coordinator (ngamwongwan),7,26559
graphic designer officer,6,26560
"fitness first receptionist, platinum tone building branch (bts thonglor)",6,26561
"receptionist fitness first, the promenade branch",5,26562
salesperson at fitness first landmark plaza branch,7,26563
"salesperson fitness first, the mall bangkapi branch",5,26564
membership consultant (sales staff and member consultants) working in nonthaburi zone,6,26565
salesperson and fitness first member consultant (working at mrt zone),8,26566
sales representative and fitness first member consultant (operation in bangna zone),5,26567
"senior receptionist fitnessfirst, central plaza rama 2 branch",6,26568
"accounting and finance officer, the parq building 2030k",5,26569
"admin (hr training) administrative officer, training department",4,26570
"mobile phone salesperson at jaymart, big c ramintra branch",5,26571
branch staff (revolving credit card) bangkok and other provinces 0993524553 (thana),5,26572
sales supervisormanager (japanese style spa) bts ratchadamri 0993524553 thana,3,26573
it support engineer (urgent),5,26574
engineer (operating work in chaengwattana zone),4,26575
domestic purchasing officer (very urgent),8,26576
"skilled craftsmen (working in klong toei zone, rama 3) urgent reception.",8,26577
"urgent job recruitment merchandiser, sorting staff (bangkok metropolitan area)",5,26578
"mobile phone salesperson at jaymart, ais shop robinson ratchaphruek branch",1,26579
it project coordinator  efin,4,26580
"oversea purchasing, oversea purchasing",6,26581
representative of medical devices in bangkok,6,26582
assistant marketing manager (franchise management),5,26583
general manager (gm)general manager,6,26584
ar accounting (urgent),4,26585
general manager (sales),4,26586
salesperson (pc) mdt4 global house khon kaen,6,26587
salesperson (pc) mdt1 thai watsadu pathum thani,6,26588
financial officer (srinakarin branch),7,26589
customer support officer,8,26590
assistant cook (suvarnabhumi airport branch) don mueang airport),5,26591
international customer coordinator,7,26592
"mobile phone salesperson at jaymart, ais shop robinson srisamarn branch",1,26593
sales coordinator  customer relations,7,26594
senior r&d butcher chef,6,26595
the kitchen staff prepares and collects food trays.,1,26596
clinic manager (lat phrao branch),5,26597
"beauty consultant, lat phrao branch (head office)",6,26598
hospital information center staff,8,26599
transportation operations officer (nong chok) contract,5,26600
senior sales executive at seacon bang khae branch high commission,8,26601
secretary  assistant,4,26602
sales staff (dfr) at suvarnabhumi airport interview and know the results 8666 at 10:00 a.m.,6,26603
cashier  cashier,4,26604
head of special customer group marketing  supervisor  segment marketing (premier),3,26605
restaurant waiter  steward,5,26606
king power lounge (customer receptionist) interview to know the results on 11523 time 10.00,6,26607
accountingapaccounts payable 2 years experience,5,26608
data analysis officer with 2 years of experience,5,26609
shipping administration,5,26610
social media supervisor (china)  supervisor  social media (chinese),3,26611
import & local  accounts officer for imported and domestic products,4,26612
housewife butler,7,26613
supervisor  special lounge at suvarnabhumi airport,8,26614
"admin tour, 2+ years of experience",5,26615
operation officer (urgent),6,26616
marketing (unifi communication product),4,26617
sale online it jobs,8,26618
marketing activities department manager,6,26619
salesperson (tile) based in bangkok and phuket,8,26620
director of business planning and development department,2,26621
super messenger,7,26622
administrative officer opens the order.,5,26623
video editor at chaengwattana 10 near it square,6,26624
field inspector,6,26625
content creator in sports & online marketing,7,26626
online staff at the street ratchada branch,3,26627
"branch service staff, big c saphan kwai branch",4,26628
branch service staff (lotus ratchaburi branch),6,26629
marketing card (saphan kwai),4,26630
beauty therapist (facial massage therapist doing treatment),5,26631
sale (cell),6,26632
sales & admin online supervisor at asoke head office,3,26633
open for a general mechanic + can drive a car (no mechanic experience needed),6,26634
"housewives at the beauty clinic, promenade branch, urgently",2,26635
marketing manager (marketing manager),4,26636
"warehouse administrator admin male, female",2,26637
phone collection,4,26638
"web developer (laravel, wordpress) (ratchadapisek head office)",6,26639
"virtual interview saturday , 17 jun 2023  wealth banking day",8,26640
sales engineer (central region branch),7,26641
graphic design (ratchadapisek head office),7,26642
foreign purchasing staff (ratchadapisek head office),7,26643
accounting staff (ratchadapisek head office),6,26644
service staff for tenants of office space (serviced office),3,26645
"assistant building manager, rama 3 zone",8,26646
"building technician, nonthaburi zone",8,26647
consumer credit sales officer at umay+ branch: central bangna,6,26648
"data entry 5 rates, matriculant matron 6 or above, no 10,00012,000 + insensive",6,26649
customer service visa,8,26650
visa administrator,6,26651
accounting assistant  bill,6,26652
software tester (intern),6,26653
multimedia editor (intern),6,26654
marketing content (student),4,26655
human resources officer (apprentice),6,26656
web application developer (intern),6,26657
web design (intern),6,26658
it efin trade coordinator (student),6,26659
system support (intern),6,26660
system support internet trade system (intern),6,26661
software developer (full stack) (intern),6,26662
business analyst  ba (intern),6,26663
head of human resources and administration (hr & admin supervisor),5,26664
visual merchandise specialist,6,26665
shop managerbranch store organizeroutlet om pro ramintra (urgent),6,26666
"shop managershop manager, zone asiatique bang rakcharoen krung",3,26667
document officer importexport,6,26668
administrative sales coordinator,8,26669
"interns (kitchen staff,warehouse&logistic,it support) without compensation",6,26670
goldsmith,5,26671
operation officer (air import),4,26672
executive compensation & benefits (able to work on other saturdays),6,26673
financial and accounting supervisor,5,26674
customer service officer (chinese speaking)  amata city,6,26675
internship in human resources department,4,26676
customer service officer (chinese speaking)  warehouse,3,26677
admin hr  parttime,6,26678
executivesenior recruitment (able to work on other saturdays),5,26679
brand marketing officer,7,26680
store officer (taling chan),6,26681
hr human resources (chinese speaking),4,26682
regional transport manager (bangkok and samut prakan),8,26683
hub expansion specialist (distribution center expansion officer),7,26684
regional sales officer (eastern region),6,26685
retail management officer,7,26686
warehouse supervisor (rama 2),8,26687
warehouse supervisor lat krabang branch (chalong krung 14),7,26688
area sale executive (bangkok and its vicinity),5,26689
"finance administration, udomsuk branch 48",8,26690
foreman engineer,7,26691
office sales administrative,3,26692
"sales promotion agent at the office, sukhumvit, asoke, rama 9, total income 30,000+",6,26693
electrician and electronic assistant,5,26694
electrician electrician,5,26695
assistant warehouse and delivery manager,3,26696
marketing pr officer,6,26697
programmer in bangkok (welcome new graduates),6,26698
"foreign affairs officer (visa , work permit)",6,26699
"java developer ( jr. , sr. ) based in bangkok",6,26700
programmer based in bangkok (welcome new graduates),6,26701
operation officer (transportation planning),5,26702
"secretary, managing director (male)",3,26703
marketing executive officer,6,26704
sales executive (industrial sales),4,26705
product demonstration officer,6,26706
fleet supervisor,8,26707
assistant regional transport manager (station management),7,26708
area sales executive (bangkok),8,26709
"warehouse supervisor, taling chan thawiwattana branch (phutthamonthon sai 3)",5,26710
humming audio technician (srinakarin branch),6,26711
service consultant byd (taling chan branch),5,26712
administrative officer mazda go (on nutprawet branch),5,26713
toyota service consultant (agriculture branch),4,26714
guest relations supervisor,5,26715
"sales coordinator (asoke office) apply for a job, contact siripansa 0981024763.",4,26716
"sales manager (chonburi and bangkok branches) apply for jobs, contact siripansa 0981024763",6,26717
sales engineer (office at pattanakarn) interested please contact siripansa 0981024763,4,26718
digital marketing specialist (graphic),7,26719
procurement manager or assistant manager (purchasing) it product,4,26720
debt collection officers have legal experience only at the office of jay mart building.,7,26721
collections specialist,7,26722
finance officer (focus on debt collection) at affiliated companies. very urgent.,5,26723
cake shop and cafe staff,8,26724
crmtele sales,2,26725
sales executive (omnichannel ),4,26726
"car window film installer regular branch, pharam 5, tiwanon branch",7,26727
marketing consultant (rama 9 branch),6,26728
manager of digital service department (rama 9 branch),6,26729
sales coordinator (key account),5,26730
"apartment administration officer (chandara mansion, ladprao 80 intersection 22)",4,26731
secretary of chandara mansion (lat phrao 80 intersection 22),3,26732
handyman stationed at the port authority of thailand (khlong toei),5,26733
"chief technician of the institute of development administration, nida, bangkapi district",5,26734
"air conditioner technician (faculty of law, chulalongkorn university)",3,26735
"chief building technician (at kasetsart university, kamphaeng saen campus)",3,26736
"foreman of blue mountain ville project, chanthaburi province",6,26737
"store assistant central store (near thai market), pathum thani province, 2 positions",7,26738
executive driver (thai) residing at ladprao 35 or ratchada soi 41,5,26739
personnel officer at the head office near muang thong thani,6,26740
driver (soi lat phrao 80 intersection 22),4,26741
"survey technician for the noble krungthep kreetha project, amount 2 positions",5,26742
"cost control engineer head office (near muang thong thani), amount 1 position",6,26743
"it support officer at head office (near muang thong thani), amount 1 position",6,26744
automotive equipment installer ascend (srinakarin),5,26745
administrative it coordination and repair work,6,26746
accountant(ar),4,26747
registration officer and car stock officer (srinakarin branch),8,26748
"purchase bts ekkamai, interested in continuing with ansisha 0813768510",3,26749
secretary of a travel and lifestyle media company,9,26750
host of travel programs (english),7,26751
creative travel line for people with style,8,26752
social media expertsocial media expert,7,26753
ae(account executive)+advertising pr online advertising sales,7,26754
ae(account executive)+advertising advertising media,7,26755
"actress, model (speaks fluent english)",7,26756
"selling underwear, swimwear, kilaro, bangkok. urgent!!!",8,26757
english language travel host (part time),8,26758
video editor + photographer skillful and love to travel,8,26759
"cosmetic sales staff, bangkok. urgent!!!",9,26760
assistant coordinator chinese,4,26761
front office (front desk) very urgent,9,26762
restaurant manager very urgent,6,26763
salesperson (pc) mdt4 homepro khon kaen,6,26764
personnel officer  senior administrative officer,5,26765
technician byd (taling chan branch),4,26766
cro customer relations,6,26767
claim officer at byd car center (taling chan branch),4,26768
production clerk,4,26769
treasury staff,3,26770
professional safety officer (jor por),6,26771
"automotive equipment installer, ascend (srinakarin)",5,26772
"chief technical officer, byd (taling chan branch)",4,26773
operational area patrol (housekeeper),6,26774
"accounting officer, accounting department",7,26775
"brand manager, senior marketing, marketing department",6,26776
financial officer pay finance and audit department,6,26777
internal audit officer finance and audit department,6,26778
walk in interview contact center (thaeng) 8666 ttb bank head office,5,26779
creative  content,6,26780
walkin interview debt collection officer by phone 8666 ttb head office,5,26781
"transport staff (accommodation in nonthaburi, bang yai)",7,26782
"drug store employee (ratchayothin branch, susco phutthabucha, street ratchada, prachachuen)",7,26783
"executive driver (1 position at wang thonglang branch, phutthamonthon sai 3 1 position",5,26784
"resident pharmacist (km.8 branch, phutthabucha, thanommit, pure place, bangchak thakham, )",8,26785
procurement engineer,6,26786
employees organize products at the warehouse.,3,26787
human resource development supervisor,4,26788
commissioning supervisor,4,26789
it support (support executive level),6,26790
it project coordinator,4,26791
content creator internship,2,26792
event marketing staff,5,26793
branch store service staff muang ek village,6,26794
spare part support,6,26795
dietitian (chakri naruebodindra medical institute),6,26796
marketing offline (available for offsite work),8,26797
graphic designer (key visual design),6,26798
avpvp human resources,5,26799
office maid (rs tower) urgent,6,26800
human resources officer (welfare),6,26801
truck and warehouse workers,6,26802
secretary (purchase),5,26803
administrative officer (male),6,26804
personnel officer (male),5,26805
administration and operation coordinator,5,26806
senior accoutant,6,26807
manager of sewing department,6,26808
customer management manager,3,26809
stock admin officer,7,26810
accounting officer(arap),2,26811
telephone debt collection officer (silom),8,26812
(urgent) accounting administrative officer (new graduates aged 2125) can contact via line company,7,26813
"assistant manager of subway restaurant, vejthani hospital",6,26814
petty cash account (srinakarin),4,26815
maid training officer cleaning company,4,26816
"salesperson, agricultural branch  nawamin",8,26817
delivery driver (head office),5,26818
"apprentice accounting department, finance",5,26819
graphic design (ekkamai 20),7,26820
purchasing officer (event),6,26821
warehouse engineer,3,26822
sales staff  ladies fashion (4 month contract),4,26823
revenue and cost accountant,4,26824
accountant head office (prawet suanluang),7,26825
assistant eshop manager & marketing operations,6,26826
"call center staff (working 6 days from 8:30 am to 5:30 pm  head office, chinatown)",3,26827
cook (boon food and beverage company limited),5,26828
admin staff coordinating showroom sales (very urgent),5,26829
"graphic officer, boon food and beverage co., ltd. (taling chan)",4,26830
"new graduate account, thonglor, no english, 1520k, contact yanisa 0942859933",5,26831
taiwanese milk tea service and beverage staff (bts sala daeng),8,26832
"assistant cook (at rabiang talay, soi bang pu 104)",8,26833
administrative staff (bangkok and its vicinity),9,26834
manager of engineering department (plabplachai),4,26835
sales and marketing officer (ladprao),3,26836
security patrol officer (experienced),5,26837
accounting officer (surawong) welcomes new graduates,6,26838
sales administrative officer (admin) srinakarin branch,7,26839
"waiter (at katsura pork cutlet bar, lang suan branch, bangkok)",4,26840
area manager restaurant business),4,26841
"video editor , graphic design , graphics , video editing",3,26842
administrative officer (with it skills),7,26843
consultant to study abroad (education consultant & sales),6,26844
social media specialist,7,26845
spare parts maintenance technician,7,26846
photocopy staff (disabled),6,26847
"patient support staff (na), ipd department, opd",5,26848
iso document control officer (document control),5,26849
ubon ratchathani organization sales representative,6,26850
"repairman, marketer",5,26851
personnel and administration manager,6,26852
document pickup staff (regular at bangkae hub ring center),6,26853
sale architect sale engineer,6,26854
salesperson (diamond advisor) central rama 9 salary 15000+commission,3,26855
"sales executive ,senior sales executive  high base + commission.",3,26856
office clerk at true digital park building,8,26857
new product officer and secretary,8,26858
"assistant chef (demi chef  back), central world branch",4,26859
"after sale service technician, maintenance technician (hand tools)",3,26860
"recruitment, hiring and selection officers",7,26861
cashier and bar staff at the restaurant k house bts punnawithi,6,26862
sales  modern trade (cvs),7,26863
document pickup staff (provincial),8,26864
male daily worker,8,26865
officer planning import orders and tis.,6,26866
building technician (kaset nawamin branch),7,26867
car mechanic / electrician + air conditioning technician (luang phaeng),6,26868
head of sales team at ratchada showroom,7,26869
"section manager  sales industry, food service, b2cgt b2b",6,26870
prepare products (daily),6,26871
"makro staff, chan road branch",7,26872
rental area sales manager,7,26873
"bar staff and cashier bangna branch, soi 3 (buakerd community)",5,26874
sales coordinator ***very urgent*** 0945568955,8,26875
officers cut gems,6,26876
thaiforeign customer care officer,6,26877
finance staff (expenses),6,26878
"recruiting staff for the hourly shop (barista hourly), mega bangna branch.",8,26879
security installer and support (cloud),6,26880
landscaping and gardening officer,8,26881
residence butler,6,26882
special equipment officer,5,26883
technician and service,6,26884
recruiting staff for the hourly shop (barista hourly) sindhorn tower branch,7,26885
assistant cook (commis),5,26886
sales assistant position (sales support),8,26887
store sales clerk kanchana medical center branch. very urgent.,4,26888
"housekeeper (resident at nai's house) masterpiece village project, rama 9",8,26889
"employee, product receiving department, stock room (ratchadaphisek branch)",6,26890
fresh food/dry food/consumer products department sorting staff,7,26891
group insurance officer,6,26892
employees leader supervisor lg company richmond building lg company bts phrom phong sukhum,6,26893
"barista hourly, lang suan branch",7,26894
it friend staff at true branding shop branch,6,26895
sales support welcome new graduates good communication in english office at bangna,4,26896
operation officer (accounting team  purchasing),8,26897
credit advisor personal loan consulting and selling officer,5,26898
"account, sukhumvit 105 zone",8,26899
officer opens po,7,26900
take product,6,26901
"parttime staff at mis publishing booth, baby&kids best buy event, queen sirikit center",7,26902
furniture design interior design,6,26903
coordinate key documents,5,26904
senior recruiter (it outsource) it recruitment consultant,6,26905
"accounting administrator (salary 16,500 baht + welfare) 1 year contract",7,26906
"marketing department staff robinson ladkrabang, contact khun beat 0659290463",4,26907
goods receiving staff makro chachoengsao branch,8,26908
project & operation executive (flow meter+ good of english)  kg,5,26909
sales admin officer at kimberlyclark united center silom building,6,26910
production management pharmacist,6,26911
interior designer(structure),6,26912
"customer relations officer, call center working in rama 3 area (bank) not a sales job",7,26913
project executive  required english skill (based in bangkok),9,26914
it sales representative and online coordinator,4,26915
cleaning staff/housekeeper,4,26916
"purchasing, chinese, english",5,26917
teaching assistant coding and engineering,5,26918
business analyst programmer analyst (very urgent) workplace near sai mai hospital wfh 2 day,9,26919
quality assurance pharmacist,5,26920
"customer service staff, central bangna branch",6,26921
ada cutover support for agn&an,8,26922
combination  staff,3,26923
customer service at central mega bangna,6,26924
patient assistant,6,26925
engagement & culture officer,5,26926
accountant  administrative accounting,6,26927
"parttime product packing staff, fulltime open house job mis police station",5,26928
parttime staff at mis publishing booth (amarin baby & kids event) bitec bangna,5,26929
shop manager store manager very urgent (siamfuture park rangsit branch),6,26930
"administrative inquiries, p'aroy 0631975001",6,26931
sales engineer ( electrical ),7,26932
recruiting staff for the hourly shop (barista hourly) shell gas station kanchanaphisek branch,7,26933
customer relations officer (auto parts store),4,26934
company sales person,5,26935
international trade promotion administrative officer,5,26936
muay thai trainer and teacher,4,26937
hr admin (big c food service) palm island samut prakan branch,6,26938
"officers listening to audio files, insurance, qa,qc, working on ploenchit, contact pee prae.",6,26939
"office salesperson, saladaeng branch, salary 12000, not including commission, contact p.b.",6,26940
purchasing staff working at watcharaphon contact pee prae,4,26941
office food supplement salesperson watcharapol salary 10k up contact hr savings 0972944280,6,26942
"office sales staff, bangrak branch, income 1500018000 baht",7,26943
"additional insurance salesperson, salary 14,000 not including commission, saladaeng branch",5,26944
staff listening to audio files qc qa salary 12000 ++ contact 0952083522,6,26945
"data entry staff salary 10,000 (3 month contract) silom, bang rak contact ploy",6,26946
"dietary supplement salesperson, watcharapol, base 13,000, contact p'mim",5,26947
"telesales for health insurance, base 14000, bang rak, silom, contact p'mim.",6,26948
"hire an office salesperson next to mrt rama 9, please contact ploy",6,26949
"supervisor telesales, take care of the insurance team, salary 25k, silom branch, bang rak, p'mim",5,26950
office sales person ploenchit next to bts ploenchit contact ploy,6,26951
telephone sales representative at ploenchit bts office contact ploy,6,26952
"call center outbound, next to bts ploenchit, income 20k, contact ploy",7,26953
"urgent. office sales staff near mrt rama 9. if interested, contact ploy.",5,26954
telephone sales representative at saruwong bangrak office contact ploy,8,26955
"sales staff at rama 9 branch office, next to mrt rama 9, contact ploy",6,26956
"office sales person, ploenchit branch, next to bts, contact ploy",6,26957
"office salesperson, telesales watcharapol, near thanommit market, please contact ploy",6,26958
"recruiting sales staff for bang rak office, near bts mrt, contact ploy",6,26959
food supplement sales representatives (telesales) bang khen watcharapol branch contact ploy,8,26960
"sales staff at bang rak office near bts. if interested, contact ploy.",6,26961
"recruiting office sales staff, next to bts, mrt ploenchit, asoke, contact ploy",6,26962
"purchasing staff watcharaphon salary 15,00016,000 baht has diligence allowance contact ploy",5,26963
"recruiting sales staff in the office, sai mai, lak si. if interested, contact ploy.",6,26964
call center outbound near mrt rama 9 minimum total income 17k contact ploy,7,26965
"looking for sales staff at the office, sai mai, lak si. if interested, contact ploy.",5,26966
urgently accepting sales staff for bang rak office near bts mrt. contact ploy.,6,26967
"recruiting sales staff by phone, ploenchit branch, next to bts, have a salary, contact ploy",4,26968
cleaning staff at suvarnabhumi airport,6,26969
"office food supplement sales staff (telesale) watcharapol branch, contact 0994744154 k cheek",6,26970
wall's ice cream salesman (wall tricycle) interviewed and knew the results immediately.,7,26971
purchasing staff chinese translator,5,26972
social development officer,7,26973
customer service (support moderntrade),3,26974
trade association network development officer,8,26975
hr recruit &admin (1 year contract),5,26976
treatment officer (therapist) siam square branch,6,26977
write an article,6,26978
medical technologist at paolo kaset hospital,8,26979
sales administrative officer at ikea bangna branch,7,26980
customer service staff in the home textile department stationed at the ikea bang yai branch.,8,26981
garment manufacturing technologist (pattern officer),6,26982
marketing media sales consultant,5,26983
sales exclusive doorwindow work aluminum mirror,9,26984
tourism and service promotion officer,8,26985
mechanical assistant engineer construction supervision of water tunnel (rama 2),7,26986
meeting and administrative officer,7,26987
selling part time loans,2,26988
building manager ladprao 101 zone,6,26989
cashier (mega bangna branch),8,26990
freight forwarder (auto parts store),4,26991
branch manager and branch manager trainee (available to all provinces),4,26992
economic structure officer,6,26993
multi media & graphic designer officer,5,26994
provincial chamber of commerce network development officer job: promote and develop entrepreneurs,7,26995
"chief building engineer, ekachai zone, bang khun thian",5,26996
member service officer (marketing),8,26997
salesperson income 25000  30000 employment contract work location bts chidlom,6,26998
assistant staff in the car,5,26999
network development officer of the provincial chamber of commerce,7,27000
finance and accounting staff,6,27001
employees manage benefits and taxes.,6,27002
mathematics tutor (eng),5,27003
administrative staffaccounts,5,27004
"network development officer, provincial chamber of commerce, yec (young entrepreneurs)",4,27005
office administrator ramkhamhaeng 21,8,27006
electronics/electrical technician,6,27007
member strengthening officer,6,27008
"kitchen staff, cooking, cook, food",4,27009
internal & external communication officer,7,27010
infrastructure and logistics officer position,7,27011
exhibitor and business matching officer,6,27012
operations manager ( insect ),7,27013
motion graphic & editor,7,27014
seamstress (seamstress),6,27015
delivery driver *work 6 days a week*,8,27016
accounts payabledebtor officer (laksi office) call 0982827703 khun great,4,27017
guest service agent (night shift),5,27018
assistant manager of mis department working monday  friday urgently (work 5 days),7,27019
service chicken rice restaurant in ari area,6,27020
sales coordinator manager,4,27021
chief mechanic (onnut 67 branch),7,27022
accounting administrative,7,27023
product development executive,7,27024
chief payroll and remuneration officer,7,27025
bakery development manager desserts and beverages (r&d bakery) working 5 days urgently,7,27026
digital marketing online marketing (vibhavadi office 60),5,27027
accounting manager (best commerce solution company limited),7,27028
beauty clinic marketing management,6,27029
night gsa,6,27030
complaint officer (food and nutrition) bachelor's degree,7,27031
"pc spare focus shop takes care of rama 3 area, nang linchi, silom, rama 9, income 20k++",4,27032
call center (english skill) application to watch movies online (get bachelor's degree),7,27033
product price calculator,7,27034
"salesperson, semibakery, bts st. louis branch (do 3, stop 3)",4,27035
administrative staff (factory clerk),7,27036
foreman supervising the construction trade show,7,27037
insurance administrator office at rama 3,6,27038
data analyst debt collection (data analyst) at bangna office,6,27039
"administrative coordinator (lat krabang, bang khae, samut sakhon, surin branches)",6,27040
sales coordinator supervisor,4,27041
"quality assurance officer, rama 3 office",7,27042
vehicle registration support officer (contract) at ploenchit head office,6,27043
vehicle registration operations officer (contract) at ploenchit head office,7,27044
head of personnel and administration department (must have chinese language hsk5 or above),5,27045
manager trainee special project (management trainee),6,27046
multimedia digital marketing (with your resume attached),6,27047
purchasing abroad chineseenglish,6,27048
"sale designer at homepro, ratchaphruek branch, mahachai, taling chan, rama 9",9,27049
pharmacist (affiliated with siam pharmacy ploenchit pharmacy),6,27050
stock clerk (checker) accepting only men,8,27051
sme relationship manager at hq up country,7,27052
customer experience and marketing manager,6,27053
graphic design at the head office,6,27054
"instrumentation officer (head office, bangkok)",7,27055
business development manager china,3,27056
truck driver delivering snacks urgently,6,27057
"accountant, 1 year experience, vocational certificate or higher, hua mak office",3,27058
"make drawings, focusing on aluminum doorswindows and curtain walls.",7,27059
purchasing officer (at the office of vibhavadi 60),5,27060
warehouse staff working 6 days off on sundays urgently,6,27061
warehouse worker (lifting goods) for men only,8,27062
"store staff (site store) at chachoengsao, pathum thani, ayutthaya, chonburi,",7,27063
head of customer service,3,27064
"marketing manager, lsm and crm",4,27065
training officer (trainer),5,27066
sales coordinator (sales),7,27067
purchasing engineer (civil works),7,27068
nutritionist at vale international school (sukhumvit line),6,27069
(pc truemove) true move salesperson at banana robinson ladkrabang mobile phone shop,4,27070
(pc truemove) true move salesperson banana fashion mobile phone shop,4,27071
"driver, executive, foreigner",3,27072
(pc truemove) true move salesperson mobile phone shop at banana fashion island,5,27073
creative video editor (tiktok),6,27074
"personnel officer, payroll, bangna branch, very urgent",8,27075
"(pc truemove) true move salesperson mobile phone shop, banana, lotus, laksi",5,27076
"sales and customer service staff at true shop (trueshop), lotus sukhaphiban 1 branch",5,27077
(pc truemove) true move salesperson mobile shop at banana lotus onnut,4,27078
outside sales (contract),6,27079
sales representatives,7,27080
urgent recruitment and training officer,6,27081
pc event staff,3,27082
optometrist o.d. (optometrist),5,27083
admin general management,6,27084
accountfinance,9,27085
swimming pool maintenance and service technician,6,27086
interior (interior)...urgent,4,27087
marketing administrator,4,27088
"assistant manager, rama 9 branch",2,27089
"software developer (c#, angular)",6,27090
"sales (sales) pu jong clinic, rama 9 branch",5,27091
estimate engineer electric drawing,5,27092
administrative staff  individuals,8,27093
social reporter,8,27094
sales freight (importexport),5,27095
field engineer mechanical system,6,27096
store clerk at samsung service mbk (mbk),6,27097
"pc spare takes care of rama 3 area, nang linchi, silom, rama 9 total income 20,000++",6,27098
"project engineer, electrical system",7,27099
convenience store employee suvarnabhumi airport,6,27100
administrative officer (bangna),6,27101
safety,6,27102
environmental engineer (design engineer),6,27103
human resources supervisor (hrbp),4,27104
field store employee,6,27105
social activities officer,7,27106
foreman supervises the work. (aluminum windows and doors),9,27107
uncle's store employee,6,27108
coordinator administrative officer (bangna),4,27109
machine tool technician,7,27110
general administrative officer and government coordinator (head office),6,27111
general manager (gm),4,27112
"marketing officer, marketing communication officer",5,27113
salesperson at ratchadaphisek branch (next to big c),9,27114
operation officer (import),6,27115
operation officer (importexport)  amata city,6,27116
customer service officer (chinese speaking),4,27117
receptionist (zone nana ratchathewi),7,27118
finance or accounting specialist (ar),5,27119
it support administrator,5,27120
"sales associate siam premium outlet branch, future park, central ladprao",4,27121
"sales administrative officer, sales administrative, sales administrative, sales admin officer",5,27122
